form,freq,1
কাটা,1
নিশ্চিত,1
ঘড়ি,1
রঙ,1
মুখ,1
কাঠ,1
প্রধান,1
খোলা,1
মনে হচ্ছে,1
একসঙ্গে,1
পরবর্তী,1
সাদা,1
শিশু,1
শুরু,1
পেয়েছিলাম,1
পদব্রজে ভ্রমণ,1
উদাহরণ,1
আরাম,1
দৃষ্টিশক্তি,1
কাগজ,1
গ্রুপ,1
সবসময়,1
সঙ্গীত,1
যারা,1
উভয়,1
চিহ্ন,1
প্রায়ই,1
চিঠি,1
পর্যন্ত,1
মাইল,1
নদী,1
গাড়ী,1
ফুট,1
যত্ন,1
দ্বিতীয়,1
যথেষ্ট,1
সাধারণ,1
মেয়ে,1
স্বাভাবিক,1
তরুণ,1
প্রস্তুত,1
উপরে,1
কখনও,1
লাল,1
তালিকা,1
যদিও,1
মনে,1
আলাপ,1
পাখি,1
শীঘ্রই,1
শরীর,1
কুকুর,1
পরিবার,1
সরাসরি,1
জাহির করা,1
ত্যাগ,1
গান,1
পরিমাপ,1
দরজা,1
পণ্য,1
কালো,1
সংক্ষিপ্ত,1
সংখ্যা,1
বর্গ,1
বায়ু,1
প্রশ্ন,1
ঘটা,1
সম্পূর্ণ,1
জাহাজ,1
ক্ষেত্র,1
অর্ধ,1
শিলা,1
যাতে,1
আগুন,1
দক্ষিণ,1
সমস্যা,1
টুকরা,1
বলা,1
জানতাম,1
পাস,1
খবর,1
শীর্ষ,1
সমগ্র,1
রাজা,1
রাস্তায়,1
ইঞ্চি,1
সংখ্যাবৃদ্ধি,1
কিছুই,1
মাঠ,1
থাকার,1
চাকা,1
পূর্ণ,1
বল,1
নীল,1
বস্তু,1
স্থির করা,1
পৃষ্ঠ,1
গভীর,1
চাঁদ,1
দ্বীপ,1
পা,1
সিস্টেম,1
ব্যস্ত,1
পরীক্ষা,1
রেকর্ড,1
নৌকা,1
সাধারণ,1
স্বর্ণ,1
সম্ভব,1
সমতল,1
উপকার,1
শুষ্ক,1
আশ্চর্যের,1
মজা,1
হাজার,1
আগে,1
বিশেষত্বহীন,1
চেক,1
খেলা,1
আকৃতি,1
সমীকরণ,1
গরম,1
মিস্,1
উপনীত,1
তাপ,1
তুষার,1
টায়রা,1
আনা,1
হ্যাঁ,1
দূরবর্তী,1
পূরণ,1
পূর্ব,1
আঁকা,1
ভাষা,1
মধ্যে,1
ইউনিট,1
ক্ষমতা,1
শহরে,1
জরিমানা,1
নির্দিষ্ট,1
উড়ে,1
পড়া,1
নেতৃত্ব,1
কান্নাকাটি,1
অন্ধকার,1
মেশিন,1
নোট,1
অপেক্ষা করুন,1
পরিকল্পনা,1
ব্যক্তিত্ব,1
তারা,1
বক্স,1
বিশেষ্য,1
ক্ষেত্র,1
বাকি,1
সঠিক,1
সক্ষম,1
আধা কেজি,1
কাজ,1
সৌন্দর্য,1
ড্রাইভ,1
দাঁড়িয়ে,1
ধারণ,1
সামনে,1
শেখান,1
সপ্তাহে,1
চূড়ান্ত,1
দিয়েছেন,1
সবুজ,1
উহু,1
দ্রুত,1
বিকাশ,1
মহাসাগর,1
উষ্ণ,1
বিনামূল্যে,1
মিনিট,1
শক্তিশালী,1
বিশেষ,1
মন,1
পিছনে,1
স্পষ্ট,1
লেঙ্গুড়,1
উত্পাদন,1
আসলে,1
স্থান,1
শোনা,1
সেরা,1
ঘন্টা,1
ভাল,1
সত্য,1
সময়,1
শত,1
পাঁচ,1
মনে রাখবেন,,1
পদক্ষেপ,1
প্রথম,1
রাখা,1
পশ্চিম,1
স্থল,1
সুদ,1
নাগাল,1
দ্রুত,1
ক্রিয়া,1
গাত্তয়া,1
শুনতে,1
ছয়,1
টেবিল,1
ভ্রমণ,1
কম,1
সকাল,1
দশ,1
সহজ,1
বিভিন্ন,1
স্বরবর্ণ,1
দিকে,1
যুদ্ধ,1
রাখা,1
বিরুদ্ধে,1
প্যাটার্ন,1
ধীর,1
কেন্দ্র,1
প্রেম,1
ব্যক্তি,1
টাকা,1
পরিবেশন করা,1
প্রদর্শিত,1
রাস্তা,1
মানচিত্র,1
বৃষ্টি,1
নিয়ম,1
শাসন করা,1
টান,1
ঠান্ডা,1
বিজ্ঞপ্তি,1
ভয়েস,1
শক্তি,1
খোঁজা,1
সম্ভাব্য,1
বিছানা,1
ভাই,1
ডিম,1
যাত্রায়,1
সেল,1
বিশ্বাস,1
সম্ভবত,1
বাছাই,1
আকস্মিক,1
গণনা,1
বর্গ,1
কারণ,1
দৈর্ঘ্য,1
প্রতিনিধিত্ব,1
শিল্প,1
বিষয়,1
অঞ্চল,1
আকার,1
পরিবর্তিত হতে,1
স্থায়ীভাবে বসবাস করা,1
কথা বলতে,1
ওজন,1
সাধারণ,1
বরফ,1
ব্যাপার,1
বৃত্ত,1
জোড়া,1
অন্তর্ভুক্ত,1
বিভক্ত করা,1
শব্দাংশ,1
অনুভূত,1
গ্র্যান্ড,1
বল,1
এখনো,1
তরঙ্গ,1
ঝরা,1
হৃদয়,1
অপরাহ্ন,1
বর্তমান,1
ভারী,1
নাচ,1
ইঞ্জিন,1
অবস্থান,1
হাত,1
ব্যাপক,1
পাল তোলা,1
উপাদান,1
ভগ্নাংশ,1
বন,1
বসতে,1
জাতি,1
উইন্ডো,1
দোকান,1
গ্রীষ্ম,1
ট্রেন,1
ঘুম,1
প্রমাণ,1
নির্জন,1
পা,1
ব্যায়াম,1
প্রাচীর,1
ধরা,1
মাউন্ট,1
ইচ্ছুক,1
আকাশ,1
বোর্ড,1
আনন্দ,1
শীতকালীন,1
শনি,1
লেখা,1
বন্য,1
উপকরণ,1
রাখা,1
কাচ,1
ঘাস,1
গাভী,1
কাজ,1
প্রান্ত,1
সাইন,1
দর্শন,1
গত,1
নরম,1
মজা,1
উজ্জ্বল,1
গ্যাস,1
আবহাওয়া,1
মাস,1
মিলিয়ন,1
ভালুক,1
শেষ,1
খুশি,1
আশা,1
ফুল,1
আবৃত করা,1
অদ্ভুত,1
সর্বস্বান্ত,1
বাণিজ্য,1
সুর,1
ট্রিপ,1
অফিস,1
পাবেন,1
সারি,1
মুখ,1
সঠিক,1
প্রতীক,1
মরা,1
অন্তত,1
কষ্ট,1
চিত্কার,1
ছাড়া,1
লিখেছেন,1
বীজ,1
স্বন,1
যোগদান,1
সুপারিশ,1
পরিষ্কার,1
বিরতি,1
ভদ্রমহিলা,1
গজ,1
ওঠা,1
খারাপ,1
ঘা,1
তেল,1
রক্ত,1
স্পর্শ,1
বড় হয়েছি,1
শতাংশ,1
মিশ্রিত করা,1
দল,1
তারের,1
খরচ,1
হারিয়ে,1
বাদামী,1
পরিধান,1
বাগান,1
সমান,1
পাঠানো,1
নির্বাচন,1
হিংস্র,1
মাপসই,1
প্রবাহ,1
ন্যায্য,1
ব্যাংক,1
সংগ্রহ করা,1
সংরক্ষণ,1
নিয়ন্ত্রণ,1
দশমিক,1
কান,1
অন্য,1
পুরোপুরি,1
ভেঙে,1
কেস,1
মধ্যম,1
হত্যা,1
ছেলে,1
হ্রদ,1
মুহূর্ত,1
স্কেল,1
অট্ট,1
বসন্ত,1
পালন করা,1
শিশু,1
সোজা,1
ব্যঞ্জনবর্ণ,1
জাতি,1
অভিধান,1
দুধ,1
গতি,1
পদ্ধতি,1
অঙ্গ,1
পরিশোধ,1
বয়স,1
অধ্যায়,1
পোশাক,1
মেঘ,1
বিস্ময়,1
শান্ত,1
পাথর,1
অতি ক্ষুদ্র,1
আরোহনের,1
শান্ত,1
নকশা,1
দরিদ্র,1
অনেক,1
পরীক্ষা,1
নীচে,1
চাবি,1
লোহা,1
একক,1
লাঠি,1
ফ্ল্যাট,1
বিশ,1
ত্বক,1
হাসি,1
ভাঁজ করা,1
গর্ত,1
ঝাঁপ,1
শিশুর,1
আট,1
গ্রাম,1
দেখা,1
রুট,1
কিনতে,1
বাড়াতে,1
সমাধান,1
ধাতু,1
কিনা,1
ধাক্কা,1
সাত,1
অনুচ্ছেদ,1
তৃতীয়,1
হইবে,1
অনুষ্ঠিত,1
চুল,1
বর্ণনা,1
রান্নাঘর,1
মেঝে,1
হয়,1
ফলে,1
বার্ন,1
পাহাড়,1
নিরাপদ,1
বিড়াল,1
শতাব্দীর,1
বিবেচনা করা,1
টাইপ,1
আইন,1
কিছুক্ষণ,1
উপকূল,1
কপি,1
ফ্রেজ,1
নীরব,1
লম্বা,1
বালি,1
মাটি,1
রোল,1
তাপমাত্রা,1
আঙুল,1
শিল্প,1
মূল্য,1
যুদ্ধ,1
মিথ্যা,1
বীট,1
জাগান,1
প্রাকৃতিক,1
দেখুন,1
জ্ঞান,1
রাজধানী,1
না করবে না,1
চেয়ার,1
বিপদ,1
ফল,1
সমৃদ্ধ,1
পুরু,1
সৈনিক,1
প্রক্রিয়া,1
কাজ,1
অনুশীলন,1
পৃথক,1
কঠিন,1
ডাক্তার,1
করুন,1
রক্ষা,1
দুপুর,1
ফসল,1
আধুনিক,1
উপাদান,1
আঘাত,1
ছাত্র,1
কোণ,1
দল,1
সরবরাহ,1
যার,1
সনাক্ত,1
রিং,1
চরিত্র,1
পোকা,1
ধরা,1
সময়ের,1
নির্দেশ,1
রেডিও,1
বক্তব্য রাখেন,1
পরমাণু,1
মানবীয়,1
ইতিহাস,1
প্রভাব,1
বৈদ্যুতিক,1
আশা করা,1
হাড়,1
রেল,1
কল্পনা,1
প্রদান,1
একমত,1
এইভাবে,1
মৃদু,1
নারী,1
অধিনায়ক,1
অনুমান,1
প্রয়োজনীয়,1
ধারালো,1
গরূৎ,1
তৈরি,1
প্রতিবেশী,1
ধোয়ার,1
বাদুড়,1
বরং,1
ভিড়,1
ভূট্টা,1
তুলনা,1
কবিতা,1
স্ট্রিং,1
ঘণ্টা,1
নির্ভর করে,1
মাংস,1
বিপত্তি,1
টিউব,1
বিখ্যাত,1
প্রবাহ,1
ভয়,1
পাতলা,1
ত্রিভুজ,1
গ্রহ,1
ত্বরা,1
প্রধান,1
উপনিবেশ,1
ঘড়ি,1
খনি,1
টাই,1
প্রবেশ,1
প্রধান,1
তাজা,1
অনুসন্ধান,1
পাঠান,1
হলুদ,1
বন্দুক,1
গোলাপ,1
অনুমতি,1
মুদ্রণ,1
মৃত,1
অকুস্থল,1
মরুভূমি,1
মামলা,1
বর্তমান,1
লিফট,1
পৌঁছা,1
মাস্টার,1
ট্র্যাক,1
পিতা বা মাতা,1
তীরে,1
বিভাগ,1
শীট,1
পদার্থ,1
আনুকূল্য,1
সংযোগ,1
পোস্ট,1
ব্যয়,1
জ্যা,1
চর্বি,1
আনন্দিত,1
মূল,1
ভাগ,1
স্টেশন,1
বাবা,1
রুটি,1
চার্জ,1
সঠিক,1
বার,1
প্রস্তাব,1
অংশ,1
ক্রীতদাস,1
হাঁস,1
তাত্ক্ষণিক,1
বাজার,1
ডিগ্রী,1
পূরণ,1
কুক্কুট,1
দুর্মূল্য,1
শত্রু,1
উত্তর,1
পানীয়,1
ঘটতে,1
সমর্থন,1
বক্তৃতা,1
প্রকৃতি,1
পরিসর,1
বাষ্প,1
গতি,1
পথ,1
তরল,1
লগ ইন,1
বোঝানো,1
ভাগফল,1
দাঁত,1
খোলা,1
ঘাড়,1
অক্সিজেন,1
চিনি,1
মৃত্যুর,1
চমত্কার,1
দক্ষতা,1
নারী,1
ঋতু,1
সমাধান,1
চুম্বক,1
রূপালী,1
ধন্যবাদ,1
শাখা,1
ম্যাচ,1
মূল শব্দের অন্তে যুক্ত প্রত্যয় বিভক্তি প্রভৃতি,1
বিশেষ করে,1
ডুমুর,1
ভয়,1
বিশাল,1
বোন,1
ইস্পাত,1
ডলার,1
আলোচনা,1
অগ্রবর্তী,1
অনুরূপ,1
কৌশল,1
অভিজ্ঞতা,1
স্কোর,1
আপেল,1
কেনা,1
চালিত,1
পিচ,1
কোট,1
ভর,1
কার্ড,1
ব্যান্ড,1
দড়ি,1
স্লিপ,1
জয়,1
স্বপ্ন,1
সন্ধ্যায়,1
শর্ত,1
ফিড,1
টুল,1
মোট,1
মৌলিক,1
গন্ধ,1
উপত্যকা,1
না,1
ডবল,1
আসন,1
অবিরত,1
ব্লক,1
চার্ট,1
টুপি,1
বিক্রি,1
সাফল্য,1
কোম্পানি,1
বিয়োগ করা,1
ঘটনা,1
বিশেষ,1
লেনদেন,1
সাঁতার কাটা,1
শব্দ,1
বিপরীত,1
স্ত্রী,1
জুতো,1
কাঁধ,1
বিস্তার,1
ব্যবস্থা,1
শিবির,1
উদ্ভাবিত,1
তুলা,1
জন্ম,1
নির্ধারণ,1
গ্যালনের চতুর্থাংশ,1
নয়,1
ট্রাক,1
শব্দ,1
স্তর,1
সুযোগ,1
জড়ো করা,1
দোকান,1
প্রসারিত,1
নিক্ষেপ,1
উজ্জ্বল,1
সম্পত্তি,1
কলাম,1
অণু,1
নির্বাচন,1
ভুল,1
ধূসর,1
পুনরাবৃত্তি,1
প্রয়োজন,1
বিস্তৃত,1
প্রস্তুত,1
লবণ,1
নাক,1
বহুবচন,1
রাগ,1
দাবি,1
মহাদেশ,1
