word,freq,english,german,sound,spell
der,1,0,1,0,1
die,1,0,1,0,1
dies,1,0,1,0,1
dick,1,0,1,0,1
dorf,1,0,1,0,1
drücken,1,0,1,0,1
draht,1,0,1,0,1
drei,1,0,1,0,1
durch,1,0,1,0,1
farbe,1,0,1,0,1
firma,1,0,1,0,1
vorstellen,1,0,1,0,1
folgen,1,0,1,0,1
fortsetzen,1,0,1,0,1
futtermittel,1,0,1,0,1
füße,1,0,1,0,1
fein,1,0,1,0,1
fallen,1,0,1,0,1
falsch,1,0,1,0,1
familie,1,0,1,0,1
fang,1,0,1,0,1
veränderung,1,0,1,0,1
vergleichen,1,0,1,0,1
verkaufen,1,0,1,0,1
verloren,1,0,1,0,1
vertreten,1,0,1,0,1
feld,1,0,1,0,1
vier,1,0,1,0,1
fiel,1,0,1,0,1
filz,1,0,1,0,1
fisch,1,0,1,0,1
fledermaus,1,0,1,0,1
fliegen,1,0,1,0,1
fließen,1,0,1,0,1
flugzeug,1,0,1,0,1
flügel,1,0,1,0,1
flüssigkeit,1,0,1,0,1
vor,1,0,1,0,1
von,1,0,1,0,1
formular,1,0,1,0,1
freude,1,0,1,0,1
fraktion,1,0,1,0,1
frau,1,0,1,0,1
froh,1,0,1,0,1
früh,1,0,1,0,1
fuß,1,0,1,0,1
funk,1,0,1,0,1
für,1,0,1,0,1
fühlen,1,0,1,0,1
füllen,1,0,1,0,1
fünf,1,0,1,0,1
garten,1,0,1,0,1
geben,1,0,1,0,1
gehen,1,0,1,0,1
gab,1,0,1,0,1
geist,1,0,1,0,1
ganz,1,0,1,0,1
gebracht,1,0,1,0,1
geschichte,1,0,1,0,1
getränk,1,0,1,0,1
gewesen,1,0,1,0,1
gesamt,1,0,1,0,1
gesetz,1,0,1,0,1
gelb,1,0,1,0,1
geld,1,0,1,0,1
ging,1,0,1,0,1
gleichsetzen,1,0,1,0,1
glauben,1,0,1,0,1
glocke,1,0,1,0,1
glanz,1,0,1,0,1
größe,1,0,1,0,1
gras,1,0,1,0,1
grad,1,0,1,0,1
groß,1,0,1,0,1
grund,1,0,1,0,1
grün,1,0,1,0,1
hatte,1,0,1,0,1
hälfte,1,0,1,0,1
hoffen,1,0,1,0,1
hügel,1,0,1,0,1
heiß,1,0,1,0,1
haupt,1,0,1,0,1
haut,1,0,1,0,1
hat,1,0,1,0,1
herz,1,0,1,0,1
hier,1,0,1,0,1
hoch,1,0,1,0,1
holz,1,0,1,0,1
hund,1,0,1,0,1
idee,1,0,1,0,1
im,1,0,1,0,1
in,1,0,1,0,1
industrie,1,0,1,0,1
insbesondere,1,0,1,0,1
ist,1,0,1,0,1
ja,1,0,1,0,1
jahr,1,0,1,0,1
jahrhundert,1,0,1,0,1
je,1,0,1,0,1
jung,1,0,1,0,1
karte,1,0,1,0,1
kasten,1,0,1,0,1
können,1,0,1,0,1
kommen,1,0,1,0,1
kostenlos,1,0,1,0,1
kugel,1,0,1,0,1
charakter,1,0,1,0,1
kleiden,1,0,1,0,1
klar,1,0,1,0,1
knochen,1,0,1,0,1
kolonie,1,0,1,0,1
kontinent,1,0,1,0,1
kontrolle,1,0,1,0,1
krieg,1,0,1,0,1
kuh,1,0,1,0,1
kurs,1,0,1,0,1
kurz,1,0,1,0,1
laufen,1,0,1,0,1
lastwagen,1,0,1,0,1
lebensmittel,1,0,1,0,1
lehren,1,0,1,0,1
lesen,1,0,1,0,1
lernen,1,0,1,0,1
lösen,1,0,1,0,1
lösung,1,0,1,0,1
land,1,0,1,0,1
laut,1,0,1,0,1
lärm,1,0,1,0,1
lied,1,0,1,0,1
licht,1,0,1,0,1
luft,1,0,1,0,1
maßstab,1,0,1,0,1
mädchen,1,0,1,0,1
männer,1,0,1,0,1
messe,1,0,1,0,1
mine,1,0,1,0,1
mittag,1,0,1,0,1
monat,1,0,1,0,1
muster,1,0,1,0,1
malen,1,0,1,0,1
mann,1,0,1,0,1
markt,1,0,1,0,1
material,1,0,1,0,1
melodie,1,0,1,0,1
mensch,1,0,1,0,1
mir,1,0,1,0,1
mit,1,0,1,0,1
molekül,1,0,1,0,1
motor,1,0,1,0,1
multiplizieren,1,0,1,0,1
mund,1,0,1,0,1
muss,1,0,1,0,1
name,1,0,1,0,1
nehmen,1,0,1,0,1
niedrig,1,0,1,0,1
nach,1,0,1,0,1
natürlich,1,0,1,0,1
nation,1,0,1,0,1
nacht,1,0,1,0,1
nichts,1,0,1,0,1
neu,1,0,1,0,1
neun,1,0,1,0,1
noch,1,0,1,0,1
nur,1,0,1,0,1
oh,1,0,1,0,1
objekt,1,0,1,0,1
obwohl,1,0,1,0,1
pose,1,0,1,0,1
paar,1,0,1,0,1
partei,1,0,1,0,1
partitur,1,0,1,0,1
pferd,1,0,1,0,1
pflege,1,0,1,0,1
pfund,1,0,1,0,1
pistole,1,0,1,0,1
plötzlich,1,0,1,0,1
plan,1,0,1,0,1
position,1,0,1,0,1
presse,1,0,1,0,1
problem,1,0,1,0,1
prozess,1,0,1,0,1
reifen,1,0,1,0,1
rede,1,0,1,0,1
regel,1,0,1,0,1
regeln,1,0,1,0,1
richtig,1,0,1,0,1
runde,1,0,1,0,1
rekord,1,0,1,0,1
rest,1,0,1,0,1
rot,1,0,1,0,1
stick,1,0,1,0,1
stretch,1,0,1,0,1
scheinen,1,0,1,0,1
chance,1,0,1,0,1
schule,1,0,1,0,1
schulter,1,0,1,0,1
schüler,1,0,1,0,1
schlecht,1,0,1,0,1
schnell,1,0,1,0,1
schnitt,1,0,1,0,1
schnur,1,0,1,0,1
sparen,1,0,1,0,1
speiche,1,0,1,0,1
spalte,1,0,1,0,1
spaß,1,0,1,0,1
spiel,1,0,1,0,1
spielen,1,0,1,0,1
sprechen,1,0,1,0,1
schreiben,1,0,1,0,1
schrieb,1,0,1,0,1
stark,1,0,1,0,1
start,1,0,1,0,1
stadt,1,0,1,0,1
statt,1,0,1,0,1
strom,1,0,1,0,1
stück,1,0,1,0,1
schuh,1,0,1,0,1
tatsache,1,0,1,0,1
teil,1,0,1,0,1
temperatur,1,0,1,0,1
tier,1,0,1,0,1
ton,1,0,1,0,1
tragen,1,0,1,0,1
zeichen,1,0,1,0,1
zelle,1,0,1,0,1
zentrum,1,0,1,0,1
ziemlich,1,0,1,0,1
zustand,1,0,1,0,1
zahlen,1,0,1,0,1
zehn,1,0,1,0,1
zu,1,0,1,0,1
zurück,1,0,1,0,1
zweite,1,0,1,0,1
zweig,1,0,1,0,1
unterlassen,1,0,1,0,1
wahrscheinlich,1,0,1,0,1
warten,1,0,1,0,1
wasser,1,0,1,0,1
wenig,1,0,1,0,1
während,1,0,1,0,1
werkzeug,1,0,1,0,1
wärme,1,0,1,0,1
westen,1,0,1,0,1
winter,1,0,1,0,1
wohnung,1,0,1,0,1
wolke,1,0,1,0,1
woche,1,0,1,0,1
wunder,1,0,1,0,1
wusste,1,0,1,0,1
wünschen,1,0,1,0,1
war,1,0,1,0,1
wahr,1,0,1,0,1
weich,1,0,1,0,1
wand,1,0,1,0,1
warum,1,0,1,0,1
variieren,1,0,1,0,1
wert,1,0,1,0,1
weg,1,0,1,0,1
wählen,1,0,1,0,1
welt,1,0,1,0,1
wir,1,0,1,0,1
vokal,1,0,1,0,1
wollen,1,0,1,0,1
sagen,1,0,1,0,1
samen,1,0,1,0,1
sammeln,1,0,1,0,1
sauerstoff,1,0,1,0,1
sache,1,0,1,0,1
seltsam,1,0,1,0,1
setzen,1,0,1,0,1
sieben,1,0,1,0,1
sicher,1,0,1,0,1
silber,1,0,1,0,1
silbe,1,0,1,0,1
sonne,1,0,1,0,1
suche,1,0,1,0,1
süden,1,0,1,0,1
sei1n,1,0,1,0,1
seit,1,0,1,0,1
sanft,1,0,1,0,1
sand,1,0,1,0,1
satz,1,0,1,0,1
see,1,0,1,0,1
segment,1,0,1,0,1
sechs,1,0,1,0,1
saison,1,0,1,0,1
sie,1,0,1,0,1
sohn,1,0,1,0,1
soldat,1,0,1,0,1
sonst,1,0,1,0,1
substanz,1,0,1,0,1
system,1,0,1,0,1
bald,1,0,1,0,1
baum,1,0,1,0,1
blick,1,0,1,0,1
blut,1,0,1,0,1
boot,1,0,1,0,1
board,1,0,1,0,1
brot,1,0,1,0,1
dampf,1,0,1,0,1
dann,1,0,1,0,1
dass,1,0,1,0,1
druck,1,0,1,0,1
dur,1,0,1,0,1
dünn,1,0,1,0,1
er,1,0,1,0,1
fahrt,1,0,1,0,1
feind,1,0,1,0,1
fall,1,0,1,0,1
fett,1,0,1,0,1
viel,1,0,1,0,1
fleisch,1,0,1,0,1
fluss,1,0,1,0,1
voll,1,0,1,0,1
form,1,0,1,0,1
frisch,1,0,1,0,1
front,1,0,1,0,1
freund,1,0,1,0,1
glas,1,0,1,0,1
gleich,1,0,1,0,1
grau,1,0,1,0,1
gut,1,0,1,0,1
haar,1,0,1,0,1
hals,1,0,1,0,1
hand,1,0,1,0,1
haus,1,0,1,0,1
hell,1,0,1,0,1
hof,1,0,1,0,1
hut,1,0,1,0,1
ihm,1,0,1,0,1
ich,1,0,1,0,1
jagd,1,0,1,0,1
jetzt,1,0,1,0,1
kam,1,0,1,0,1
kampf,1,0,1,0,1
kind,1,0,1,0,1
klein,1,0,1,0,1
kleid,1,0,1,0,1
kluft,1,0,1,0,1
kopf,1,0,1,0,1
koch,1,0,1,0,1
kreis,1,0,1,0,1
kraft,1,0,1,0,1
kunst,1,0,1,0,1
quart,1,0,1,0,1
kühlen,1,0,1,0,1
lief,1,0,1,0,1
links,1,0,1,0,1
loch,1,0,1,0,1
macht,1,0,1,0,1
meer,1,0,1,0,1
mond,1,0,1,0,1
nahm,1,0,1,0,1
nie,1,0,1,0,1
nicht,1,0,1,0,1
ohr,1,0,1,0,1
obst,1,0,1,0,1
oft,1,0,1,0,1
ob,1,0,1,0,1
ort,1,0,1,0,1
platz,1,0,1,0,1
punkt,1,0,1,0,1
rand,1,0,1,0,1
raum,1,0,1,0,1
recht,1,0,1,0,1
rohr,1,0,1,0,1
rutsch,1,0,1,0,1
cent,1,0,1,0,1
scharf,1,0,1,0,1
chef,1,0,1,0,1
schiff,1,0,1,0,1
schlaf,1,0,1,0,1
schlag,1,0,1,0,1
schnee,1,0,1,0,1
spät,1,0,1,0,1
spur,1,0,1,0,1
schrei,1,0,1,0,1
stein,1,0,1,0,1
stamm,1,0,1,0,1
stand,1,0,1,0,1
stern,1,0,1,0,1
still,1,0,1,0,1
stopp,1,0,1,0,1
stuhl,1,0,1,0,1
schwanz,1,0,1,0,1
schwarz,1,0,1,0,1
schwer,1,0,1,0,1
tag,1,0,1,0,1
tal,1,0,1,0,1
tanz,1,0,1,0,1
tief,1,0,1,0,1
tot,1,0,1,0,1
tod,1,0,1,0,1
zahl,1,0,1,0,1
zeit,1,0,1,0,1
zählen,1,0,1,0,1
zoll,1,0,1,0,1
zorn,1,0,1,0,1
zug,1,0,1,0,1
zwei,1,0,1,0,1
tun,1,0,1,0,1
tut,1,0,1,0,1
tür,1,0,1,0,1
typ,1,0,1,0,1
uhr,1,0,1,0,1
uns,1,0,1,0,1
und,1,0,1,0,1
weiß,1,0,1,0,1
weit,1,0,1,0,1
wald,1,0,1,0,1
was,1,0,1,0,1
wenn,1,0,1,0,1
wie,1,0,1,0,1
wind,1,0,1,0,1
wird,1,0,1,0,1
wo,1,0,1,0,1
wort,1,0,1,0,1
seil,1,0,1,0,1
salz,1,0,1,0,1
sehr,1,0,1,0,1
selbst,1,0,1,0,1
sinn,1,0,1,0,1
sind,1,0,1,0,1
sitz,1,0,1,0,1
so,1,0,1,0,1
erwarten,1,0,1,0,1
beide,1,0,1,0,1
beispiel,1,0,1,0,1
baumwolle,1,0,1,0,1
besser,1,0,1,0,1
beste,1,0,1,0,1
beobachten,1,0,1,0,1
begeistern,1,0,1,0,1
begann,1,0,1,0,1
beginn,1,0,1,0,1
bekam,1,0,1,0,1
bereit,1,0,1,0,1
berühmt,1,0,1,0,1
berühren,1,0,1,0,1
betrachten,1,0,1,0,1
besuch,1,0,1,0,1
bleiben,1,0,1,0,1
brennen,1,0,1,0,1
bruder,1,0,1,0,1
buchstabieren,1,0,1,0,1
büro,1,0,1,0,1
deren,1,0,1,0,1
doppelt,1,0,1,0,1
dunkel,1,0,1,0,1
dezimal,1,0,1,0,1
direkt,1,0,1,0,1
diskutieren,1,0,1,0,1
dreieck,1,0,1,0,1
dritte,1,0,1,0,1
elektrisch,1,0,1,0,1
energie,1,0,1,0,1
empfangen,1,0,1,0,1
enthalten,1,0,1,0,1
entwickeln,1,0,1,0,1
entwurf,1,0,1,0,1
vater,1,0,1,0,1
feige,1,0,1,0,1
falte,1,0,1,0,1
fähig,1,0,1,0,1
fenster,1,0,1,0,1
finden,1,0,1,0,1
finish,1,0,1,0,1
finger,1,0,1,0,1
vorschlagen,1,0,1,0,1
vortrag,1,0,1,0,1
vorwärts,1,0,1,0,1
vogel,1,0,1,0,1
vollständig,1,0,1,0,1
feuer,1,0,1,0,1
führen,1,0,1,0,1
veranstaltung,1,0,1,0,1
verbreitung,1,0,1,0,1
vergangenheit,1,0,1,0,1
versuch,1,0,1,0,1
vielleicht,1,0,1,0,1
finale,1,0,1,0,1
vorhanden,1,0,1,0,1
frage,1,0,1,0,1
fragen,1,0,1,0,1
frühling,1,0,1,0,1
gegen,1,0,1,0,1
gegenteil,1,0,1,0,1
gebiss,1,0,1,0,1
geboren,1,0,1,0,1
gedicht,1,0,1,0,1
gefangen,1,0,1,0,1
gefunden,1,0,1,0,1
gemeinsam,1,0,1,0,1
genau,1,0,1,0,1
genug,1,0,1,0,1
gerade,1,0,1,0,1
geruch,1,0,1,0,1
geschäft,1,0,1,0,1
geschrieben,1,0,1,0,1
geschwindigkeit,1,0,1,0,1
getan,1,0,1,0,1
gewicht,1,0,1,0,1
gewinnen,1,0,1,0,1
gesicht,1,0,1,0,1
glücklich,1,0,1,0,1
gruppe,1,0,1,0,1
haben,1,0,1,0,1
hafen,1,0,1,0,1
halten,1,0,1,0,1
handel,1,0,1,0,1
hauptstadt,1,0,1,0,1
hilfe,1,0,1,0,1
himmel,1,0,1,0,1
hinter,1,0,1,0,1
hinweis,1,0,1,0,1
hören,1,0,1,0,1
hundert,1,0,1,0,1
instrument,1,0,1,0,1
interesse,1,0,1,0,1
jeder,1,0,1,0,1
junge,1,0,1,0,1
kaufen,1,0,1,0,1
katze,1,0,1,0,1
kälte,1,0,1,0,1
könig,1,0,1,0,1
könnte,1,0,1,0,1
körper,1,0,1,0,1
küste,1,0,1,0,1
kapitän,1,0,1,0,1
klasse,1,0,1,0,1
klingen,1,0,1,0,1
kopie,1,0,1,0,1
konsonant,1,0,1,0,1
krawatte,1,0,1,0,1
quotient,1,0,1,0,1
lager,1,0,1,0,1
leiste,1,0,1,0,1
lassen,1,0,1,0,1
leben,1,0,1,0,1
legen,1,0,1,0,1
letzte,1,0,1,0,1
liebe,1,0,1,0,1
linie,1,0,1,0,1
liste,1,0,1,0,1
lüge,1,0,1,0,1
lokalisieren,1,0,1,0,1
meile,1,0,1,0,1
meine,1,0,1,0,1
mannschaft,1,0,1,0,1
mantel,1,0,1,0,1
marke,1,0,1,0,1
masse,1,0,1,0,1
machen,1,0,1,0,1
mehrere,1,0,1,0,1
menge,1,0,1,0,1
merken,1,0,1,0,1
messen,1,0,1,0,1
mischen,1,0,1,0,1
mitte,1,0,1,0,1
möglich,1,0,1,0,1
mutter,1,0,1,0,1
müssen,1,0,1,0,1
magnet,1,0,1,0,1
maschine,1,0,1,0,1
materie,1,0,1,0,1
metall,1,0,1,0,1
minute,1,0,1,0,1
million,1,0,1,0,1
moment,1,0,1,0,1
musik,1,0,1,0,1
nase,1,0,1,0,1
nachbar,1,0,1,0,1
nähe,1,0,1,0,1
nomen,1,0,1,0,1
norden,1,0,1,0,1
natur,1,0,1,0,1
pause,1,0,1,0,1
passen,1,0,1,0,1
papier,1,0,1,0,1
passieren,1,0,1,0,1
person,1,0,1,0,1
pflücken,1,0,1,0,1
pleite,1,0,1,0,1
praxis,1,0,1,0,1
prüfung,1,0,1,0,1
produkt,1,0,1,0,1
produzieren,1,0,1,0,1
protokollieren,1,0,1,0,1
reihe,1,0,1,0,1
reise,1,0,1,0,1
riesig,1,0,1,0,1
rolle,1,0,1,0,1
ruhig,1,0,1,0,1
regieren,1,0,1,0,1
region,1,0,1,0,1
sklave,1,0,1,0,1
schale,1,0,1,0,1
schaffen,1,0,1,0,1
schiene,1,0,1,0,1
schönheit,1,0,1,0,1
schützen,1,0,1,0,1
schlagen,1,0,1,0,1
schlüssel,1,0,1,0,1
speicher,1,0,1,0,1
sprache,1,0,1,0,1
springen,1,0,1,0,1
steigen,1,0,1,0,1
stehen,1,0,1,0,1
stelle,1,0,1,0,1
sterben,1,0,1,0,1
stimme,1,0,1,0,1
studie,1,0,1,0,1
stunde,1,0,1,0,1
station,1,0,1,0,1
straße,1,0,1,0,1
schwester,1,0,1,0,1
schwierig,1,0,1,0,1
schwimmen,1,0,1,0,1
tausend,1,0,1,0,1
thema,1,0,1,0,1
tonhöhe,1,0,1,0,1
töten,1,0,1,0,1
tabelle,1,0,1,0,1
treffen,1,0,1,0,1
trennen,1,0,1,0,1
trocken,1,0,1,0,1
träumen,1,0,1,0,1
zeigen,1,0,1,0,1
ziehen,1,0,1,0,1
zimmer,1,0,1,0,1
zucker,1,0,1,0,1
zuhause,1,0,1,0,1
zusammen,1,0,1,0,1
zwanzig,1,0,1,0,1
zwischen,1,0,1,0,1
unterstützung,1,0,1,0,1
waren,1,0,1,0,1
wachsen,1,0,1,0,1
werden,1,0,1,0,1
welle,1,0,1,0,1
verbum,1,0,1,0,1
werfen,1,0,1,0,1
wetter,1,0,1,0,1
wieder,1,0,1,0,1
wiederum,1,0,1,0,1
winzig,1,0,1,0,1
wirkung,1,0,1,0,1
wissen,1,0,1,0,1
wissenschaft,1,0,1,0,1
wörterbuch,1,0,1,0,1
wurzel,1,0,1,0,1
wüste,1,0,1,0,1
seine,1,0,1,0,1
seite,1,0,1,0,1
sauber,1,0,1,0,1
sehen,1,0,1,0,1
segel,1,0,1,0,1
säge,1,0,1,0,1
senden,1,0,1,0,1
singen,1,0,1,0,1
sitzen,1,0,1,0,1
sommer,1,0,1,0,1
suchen,1,0,1,0,1
suffix,1,0,1,0,1
subtrahieren,1,0,1,0,1
