word,freq,english,german,sound,spell
attention,1,1,0,0,1
attentive,1,1,0,0,1
attract,1,1,0,0,1
attracting,1,1,0,0,1
attraction,1,1,0,0,1
attractive,1,1,0,0,1
audience,1,1,0,0,1
august,1,1,0,0,1
aunt,1,1,0,0,1
aust,1,1,0,0,1
australian,1,1,0,0,1
author,1,1,0,0,1
authority,1,1,0,0,1
autumn,1,1,0,0,1
available,1,1,0,0,1
avenue,1,1,0,0,1
average,1,1,0,0,1
avoid,1,1,0,0,1
avoidance,1,1,0,0,1
awake,1,1,0,0,1
award,1,1,0,0,1
away,1,1,0,0,1
awkward,1,1,0,0,1
ax,1,1,0,0,1
axe,1,1,0,0,1
baby,1,1,0,0,1
back,1,1,0,0,1
background,1,1,0,0,1
backslapping,1,1,0,0,1
backward,1,1,0,0,1
backwards,1,1,0,0,1
bacteria,1,1,0,0,1
bad,1,1,0,0,1
badness,1,1,0,0,1
bag,1,1,0,0,1
baggage,1,1,0,0,1
bake,1,1,0,0,1
balance,1,1,0,0,1
ball,1,1,0,0,1
banana,1,1,0,0,1
band,1,1,0,0,1
banishment,1,1,0,0,1
bank,1,1,0,0,1
bankamerica,1,1,0,0,1
bannister,1,1,0,0,1
bar,1,1,0,0,1
barber,1,1,0,0,1
barco's
bare,1,1,0,0,1
bargain,1,1,0,0,1
barnicle,1,1,0,0,1
barnish,1,1,0,0,1
barrel,1,1,0,0,1
barren,1,1,0,0,1
barriger,1,1,0,0,1
base,1,1,0,0,1
based,1,1,0,0,1
baser,1,1,0,0,1
basic,1,1,0,0,1
basically,1,1,0,0,1
basin,1,1,0,0,1
basins,1,1,0,0,1
basis,1,1,0,0,1
basket,1,1,0,0,1
bath,1,1,0,0,1
bathe,1,1,0,0,1
bathing,1,1,0,0,1
battle,1,1,0,0,1
bay,1,1,0,0,1
bayh,1,1,0,0,1
bayonets,1,1,0,0,1
be,1,1,0,0,1
beak,1,1,0,0,1
beam,1,1,0,0,1
bean,1,1,0,0,1
bear,1,1,0,0,1
beard,1,1,0,0,1
beast,1,1,0,0,1
beat,1,1,0,0,1
beatle,1,1,0,0,1
beautiful,1,1,0,0,1
beauty,1,1,0,0,1
became,1,1,0,0,1
because,1,1,0,0,1
become,1,1,0,0,1
becomes,1,1,0,0,1
bed,1,1,0,0,1
bedouins,1,1,0,0,1
bedroom,1,1,0,0,1
bee,1,1,0,0,1
been,1,1,0,0,1
beer,1,1,0,0,1
beethoven,1,1,0,0,1
before,1,1,0,0,1
beg,1,1,0,0,1
began,1,1,0,0,1
begin,1,1,0,0,1
beginning,1,1,0,0,1
behave,1,1,0,0,1
behavior,1,1,0,0,1
behind,1,1,0,0,1
beige,1,1,0,0,1
being,1,1,0,0,1
beitler,1,1,0,0,1
belief,1,1,0,0,1
believe,1,1,0,0,1
bell,1,1,0,0,1
bellows,1,1,0,0,1
belong,1,1,0,0,1
below,1,1,0,0,1
belt,1,1,0,0,1
belva,1,1,0,0,1
belying,1,1,0,0,1
bend,1,1,0,0,1
beneath,1,1,0,0,1
benefit,1,1,0,0,1
benefits,1,1,0,0,1
benzodiazepine,1,1,0,0,1
bequette,1,1,0,0,1
berlack,1,1,0,0,1
berntsen,1,1,0,0,1
berry,1,1,0,0,1
bertrand,1,1,0,0,1
beside,1,1,0,0,1
besides,1,1,0,0,1
best,1,1,0,0,1
beth,1,1,0,0,1
better,1,1,0,0,1
between,1,1,0,0,1
beury,1,1,0,0,1
beyond,1,1,0,0,1
biaxial,1,1,0,0,1
bicycle,1,1,0,0,1
big,1,1,0,0,1
bigger,1,1,0,0,1
biggest,1,1,0,0,1
bill,1,1,0,0,1
billion,1,1,0,0,1
bind,1,1,0,0,1
biology,1,1,0,0,1
bipolar,1,1,0,0,1
bird,1,1,0,0,1
birdy,1,1,0,0,1
birth,1,1,0,0,1
birthday,1,1,0,0,1
bit,1,1,0,0,1
bite,1,1,0,0,1
bitter,1,1,0,0,1
bjerke,1,1,0,0,1
black,1,1,0,0,1
blackham,1,1,0,0,1
blade,1,1,0,0,1
blame,1,1,0,0,1
blast,1,1,0,0,1
bleam,1,1,0,0,1
bleed,1,1,0,0,1
bless,1,1,0,0,1
blind,1,1,0,0,1
blindsided,1,1,0,0,1
block,1,1,0,0,1
blood,1,1,0,0,1
blow,1,1,0,0,1
bloyer,1,1,0,0,1
blue,1,1,0,0,1
blumenthal,1,1,0,0,1
bluth,1,1,0,0,1
board,1,1,0,0,1
boast,1,1,0,0,1
boat,1,1,0,0,1
boaz,1,1,0,0,1
bodey,1,1,0,0,1
body,1,1,0,0,1
boil,1,1,0,0,1
bold,1,1,0,0,1
boldt,1,1,0,0,1
bomb,1,1,0,0,1
bone,1,1,0,0,1
book,1,1,0,0,1
booker's
books,1,1,0,0,1
boone,1,1,0,0,1
boot,1,1,0,0,1
border,1,1,0,0,1
born,1,1,0,0,1
borrow,1,1,0,0,1
bors,1,1,0,0,1
both,1,1,0,0,1
bottle,1,1,0,0,1
bottom,1,1,0,0,1
bound,1,1,0,0,1
boundary,1,1,0,0,1
bow,1,1,0,0,1
bowels,1,1,0,0,1
bowl,1,1,0,0,1
box,1,1,0,0,1
boy,1,1,0,0,1
braff,1,1,0,0,1
bragged,1,1,0,0,1
brain,1,1,0,0,1
brakes,1,1,0,0,1
branch,1,1,0,0,1
brand,1,1,0,0,1
brass,1,1,0,0,1
brave,1,1,0,0,1
bravery,1,1,0,0,1
brawn,1,1,0,0,1
bread,1,1,0,0,1
breadth,1,1,0,0,1
break,1,1,0,0,1
breakfast,1,1,0,0,1
breakthrough,1,1,0,0,1
breast,1,1,0,0,1
breath,1,1,0,0,1
breathe,1,1,0,0,1
breed,1,1,0,0,1
breitling,1,1,0,0,1
bresee,1,1,0,0,1
breslow,1,1,0,0,1
bribe,1,1,0,0,1
bribery,1,1,0,0,1
brick,1,1,0,0,1
bridge,1,1,0,0,1
brigadeer,1,1,0,0,1
bright,1,1,0,0,1
brighten,1,1,0,0,1
bring,1,1,0,0,1
british,1,1,0,0,1
broad,1,1,0,0,1
broadcast,1,1,0,0,1
brother,1,1,0,0,1
brought,1,1,0,0,1
brown,1,1,0,0,1
browsers,1,1,0,0,1
broy,1,1,0,0,1
bruder,1,1,0,0,1
brush,1,1,0,0,1
bucket,1,1,0,0,1
budgeted,1,1,0,0,1
bugged,1,1,0,0,1
bugles,1,1,0,0,1
build,1,1,0,0,1
building,1,1,0,0,1
built,1,1,0,0,1
bulldoze,1,1,0,0,1
bullet,1,1,0,0,1
bullfighter,1,1,0,0,1
bums,1,1,0,0,1
bunch,1,1,0,0,1
bundle,1,1,0,0,1
burglar,1,1,0,0,1
burial,1,1,0,0,1
burn,1,1,0,0,1
burst,1,1,0,0,1
bury,1,1,0,0,1
bus,1,1,0,0,1
bush,1,1,0,0,1
business,1,1,0,0,1
businesslike,1,1,0,0,1
businesslike,1,1,0,0,1
businessman,1,1,0,0,1
businessman,1,1,0,0,1
busy,1,1,0,0,1
but,1,1,0,0,1
butter,1,1,0,0,1
butterick's,1,1,0,0,1
button,1,1,0,0,1
buy,1,1,0,0,1
by,1,1,0,0,1
bynum,1,1,0,0,1
byrne's
cage,1,1,0,0,1
cake,1,1,0,0,1
calamine's,1,1,0,0,1
calculate,1,1,0,0,1
calculation,1,1,0,0,1
calculator,1,1,0,0,1
call,1,1,0,0,1
called,1,1,0,0,1
calligraphy,1,1,0,0,1
calm,1,1,0,0,1
calo,1,1,0,0,1
came,1,1,0,0,1
camera,1,1,0,0,1
camp,1,1,0,0,1
campaign,1,1,0,0,1
campbell,1,1,0,0,1
can,1,1,0,0,1
can't,1,1,0,0,1
canada,1,1,0,0,1
canal,1,1,0,0,1
cancer,1,1,0,0,1
candle,1,1,0,0,1
cap,1,1,0,0,1
cape,1,1,0,0,1
capital,1,1,0,0,1
captain,1,1,0,0,1
car,1,1,0,0,1
caravelle,1,1,0,0,1
carbohydrates,1,1,0,0,1
carbon,1,1,0,0,1
card,1,1,0,0,1
cardboard,1,1,0,0,1
care,1,1,0,0,1
career,1,1,0,0,1
career,1,1,0,0,1
careful,1,1,0,0,1
careless,1,1,0,0,1
carly,1,1,0,0,1
carmen,1,1,0,0,1
carrey,1,1,0,0,1
carriage,1,1,0,0,1
carry,1,1,0,0,1
cars,1,1,0,0,1
cart,1,1,0,0,1
case,1,1,0,0,1
cases,1,1,0,0,1
castle,1,1,0,0,1
cat,1,1,0,0,1
catch,1,1,0,0,1
cattle,1,1,0,0,1
caughey,1,1,0,0,1
cause,1,1,0,0,1
caused,1,1,0,0,1
caution,1,1,0,0,1
cautious,1,1,0,0,1
cave,1,1,0,0,1
cell,1,1,0,0,1
cells,1,1,0,0,1
cement,1,1,0,0,1
cent,1,1,0,0,1
center,1,1,0,0,1
centimeter,1,1,0,0,1
central,1,1,0,0,1
centre,1,1,0,0,1
century,1,1,0,0,1
cephalopod,1,1,0,0,1
ceredase,1,1,0,0,1
ceremony,1,1,0,0,1
certain,1,1,0,0,1
certainly,1,1,0,0,1
certainty,1,1,0,0,1
cha,1,1,0,0,1
chain,1,1,0,0,1
chair,1,1,0,0,1
chairman,1,1,0,0,1
chairperson,1,1,0,0,1
chalk,1,1,0,0,1
challenge,1,1,0,0,1
chamberland,1,1,0,0,1
chamblin,1,1,0,0,1
chance,1,1,0,0,1
change,1,1,0,0,1
changed,1,1,0,0,1
changes,1,1,0,0,1
changing,1,1,0,0,1
character,1,1,0,0,1
character,1,1,0,0,1
charge,1,1,0,0,1
charlevoix,1,1,0,0,1
charlottesville,1,1,0,0,1
charm,1,1,0,0,1
chase,1,1,0,0,1
cheap,1,1,0,0,1
cheat,1,1,0,0,1
check,1,1,0,0,1
cheek,1,1,0,0,1
cheer,1,1,0,0,1
cheerful,1,1,0,0,1
cheese,1,1,0,0,1
chemical,1,1,0,0,1
chemistry,1,1,0,0,1
chenoweth,1,1,0,0,1
cheque,1,1,0,0,1
cherumirdan's,1,1,0,0,1
chest,1,1,0,0,1
chesterson,1,1,0,0,1
chicken,1,1,0,0,1
chief,1,1,0,0,1
child,1,1,0,0,1
childhood,1,1,0,0,1
children,1,1,0,0,1
chimney,1,1,0,0,1
chin,1,1,0,0,1
china,1,1,0,0,1
chinese,1,1,0,0,1
chocolate,1,1,0,0,1
chocolates,1,1,0,0,1
chocolates,1,1,0,0,1
choice,1,1,0,0,1
choo,1,1,0,0,1
choose,1,1,0,0,1
chorals,1,1,0,0,1
christ,1,1,0,0,1
christian,1,1,0,0,1
christmas,1,1,0,0,1
christopher,1,1,0,0,1
chump,1,1,0,0,1
church,1,1,0,0,1
cigarette,1,1,0,0,1
cinema,1,1,0,0,1
cinergy,1,1,0,0,1
circle,1,1,0,0,1
circular,1,1,0,0,1
cities,1,1,0,0,1
citizen,1,1,0,0,1
city,1,1,0,0,1
civilization,1,1,0,0,1
civilize,1,1,0,0,1
claim,1,1,0,0,1
clasp,1,1,0,0,1
class,1,1,0,0,1
classification,1,1,0,0,1
classify,1,1,0,0,1
clay,1,1,0,0,1
clean,1,1,0,0,1
clear,1,1,0,0,1
clerk,1,1,0,0,1
clever,1,1,0,0,1
cliched,1,1,0,0,1
click,1,1,0,0,1
client,1,1,0,0,1
cliff,1,1,0,0,1
climate,1,1,0,0,1
climb,1,1,0,0,1
clock,1,1,0,0,1
clockwork,1,1,0,0,1
close,1,1,0,0,1
cloth,1,1,0,0,1
clothe,1,1,0,0,1
clothes,1,1,0,0,1
clothing,1,1,0,0,1
cloud,1,1,0,0,1
club,1,1,0,0,1
clucking,1,1,0,0,1
clunkers,1,1,0,0,1
coal,1,1,0,0,1
coalesces,1,1,0,0,1
coalitions,1,1,0,0,1
coarse,1,1,0,0,1
coast,1,1,0,0,1
coat,1,1,0,0,1
cobalt,1,1,0,0,1
code,1,1,0,0,1
coelacanth,1,1,0,0,1
coercive,1,1,0,0,1
coffee,1,1,0,0,1
cohn,1,1,0,0,1
coin,1,1,0,0,1
cold,1,1,0,0,1
collar,1,1,0,0,1
colleague,1,1,0,0,1
collect,1,1,0,0,1
collection,1,1,0,0,1
collector,1,1,0,0,1
college,1,1,0,0,1
colmenero,1,1,0,0,1
colony,1,1,0,0,1
color,1,1,0,0,1
colour,1,1,0,0,1
colt,1,1,0,0,1
columbus,1,1,0,0,1
comb,1,1,0,0,1
combinable,1,1,0,0,1
combination,1,1,0,0,1
combine,1,1,0,0,1
come,1,1,0,0,1
comes,1,1,0,0,1
comfort,1,1,0,0,1
comfortable,1,1,0,0,1
comfy,1,1,0,0,1
coming,1,1,0,0,1
comma,1,1,0,0,1
command,1,1,0,0,1
commemoration,1,1,0,0,1
comment,1,1,0,0,1
commerce,1,1,0,0,1
commercial,1,1,0,0,1
commies,1,1,0,0,1
commingled,1,1,0,0,1
commission,1,1,0,0,1
commit,1,1,0,0,1
committed,1,1,0,0,1
committee,1,1,0,0,1
committing,1,1,0,0,1
common,1,1,0,0,1
communication,1,1,0,0,1
community,1,1,0,0,1
companies,1,1,0,0,1
companion,1,1,0,0,1
companionship,1,1,0,0,1
company,1,1,0,0,1
compare,1,1,0,0,1
comparison,1,1,0,0,1
compassion,1,1,0,0,1
compete,1,1,0,0,1
competition,1,1,0,0,1
competitor,1,1,0,0,1
complain,1,1,0,0,1
complaint,1,1,0,0,1
complete,1,1,0,0,1
completely,1,1,0,0,1
completion,1,1,0,0,1
complex,1,1,0,0,1
complicate,1,1,0,0,1
complicated,1,1,0,0,1
complication,1,1,0,0,1
compose,1,1,0,0,1
composition,1,1,0,0,1
compound,1,1,0,0,1
comprehensive,1,1,0,0,1
compresses,1,1,0,0,1
computer,1,1,0,0,1
computers,1,1,0,0,1
concepcion,1,1,0,0,1
concern,1,1,0,0,1
concerning,1,1,0,0,1
concert,1,1,0,0,1
concoctions,1,1,0,0,1
condition,1,1,0,0,1
conditionally,1,1,0,0,1
conditions,1,1,0,0,1
conduct,1,1,0,0,1
conducts,1,1,0,0,1
conference,1,1,0,0,1
conference,1,1,0,0,1
confess,1,1,0,0,1
confession,1,1,0,0,1
confidence,1,1,0,0,1
confidences,1,1,0,0,1
confident,1,1,0,0,1
confidential,1,1,0,0,1
confuse,1,1,0,0,1
confusion,1,1,0,0,1
congratulate,1,1,0,0,1
congratulation,1,1,0,0,1
connect,1,1,0,0,1
connected,1,1,0,0,1
connection,1,1,0,0,1
conquer,1,1,0,0,1
conqueror,1,1,0,0,1
conquest,1,1,0,0,1
conscience,1,1,0,0,1
conscious,1,1,0,0,1
consider,1,1,0,0,1
considered,1,1,0,0,1
consist,1,1,0,0,1
consonant,1,1,0,0,1
constantinople,1,1,0,0,1
constar,1,1,0,0,1
construction,1,1,0,0,1
consultation,1,1,0,0,1
contact,1,1,0,0,1
contain,1,1,0,0,1
contamination,1,1,0,0,1
content,1,1,0,0,1
contents,1,1,0,0,1
continue,1,1,0,0,1
continuous,1,1,0,0,1
contract,1,1,0,0,1
contrast,1,1,0,0,1
control,1,1,0,0,1
controllers,1,1,0,0,1
convenience,1,1,0,0,1
convenient,1,1,0,0,1
conversation,1,1,0,0,1
cook,1,1,0,0,1
cookbook,1,1,0,0,1
cool,1,1,0,0,1
cools,1,1,0,0,1
copper,1,1,0,0,1
copper's,1,1,0,0,1
copy,1,1,0,0,1
cord,1,1,0,0,1
cork,1,1,0,0,1
corn,1,1,0,0,1
corncrib,1,1,0,0,1
cornelious,1,1,0,0,1
corner,1,1,0,0,1
corporation's,1,1,0,0,1
corpses,1,1,0,0,1
correct,1,1,0,0,1
correction,1,1,0,0,1
corse,1,1,0,0,1
cost,1,1,0,0,1
costs,1,1,0,0,1
cottage,1,1,0,0,1
cottages,1,1,0,0,1
cotton,1,1,0,0,1
cough,1,1,0,0,1
could,1,1,0,0,1
council,1,1,0,0,1
count,1,1,0,0,1
countercharges,1,1,0,0,1
counterfeiters,1,1,0,0,1
countries,1,1,0,0,1
country,1,1,0,0,1
county,1,1,0,0,1
couple,1,1,0,0,1
courage,1,1,0,0,1
course,1,1,0,0,1
court,1,1,0,0,1
cousin,1,1,0,0,1
cousin,1,1,0,0,1
cover,1,1,0,0,1
cow,1,1,0,0,1
coward,1,1,0,0,1
cowardice,1,1,0,0,1
cowardly,1,1,0,0,1
crack,1,1,0,0,1
crall,1,1,0,0,1
crash,1,1,0,0,1
crazier,1,1,0,0,1
crazy,1,1,0,0,1
cream,1,1,0,0,1
create,1,1,0,0,1
created,1,1,0,0,1
creating,1,1,0,0,1
creative,1,1,0,0,1
creature,1,1,0,0,1
credit,1,1,0,0,1
creep,1,1,0,0,1
cricket,1,1,0,0,1
crime,1,1,0,0,1
criminal,1,1,0,0,1
criteria,1,1,0,0,1
critic,1,1,0,0,1
criticizes,1,1,0,0,1
croley,1,1,0,0,1
cronyism,1,1,0,0,1
crop,1,1,0,0,1
cross,1,1,0,0,1
crowd,1,1,0,0,1
crowkeepers,1,1,0,0,1
crown,1,1,0,0,1
cruel,1,1,0,0,1
cruelty,1,1,0,0,1
crunch,1,1,0,0,1
crush,1,1,0,0,1
cry,1,1,0,0,1
cudd,1,1,0,0,1
cultivate,1,1,0,0,1
cultivation,1,1,0,0,1
cultivator,1,1,0,0,1
culture,1,1,0,0,1
cup,1,1,0,0,1
cupboard,1,1,0,0,1
cure,1,1,0,0,1
curious,1,1,0,0,1
curl,1,1,0,0,1
current,1,1,0,0,1
current,1,1,0,0,1
currently,1,1,0,0,1
curricular,1,1,0,0,1
curse,1,1,0,0,1
curtailments,1,1,0,0,1
curtain,1,1,0,0,1
curve,1,1,0,0,1
cushion,1,1,0,0,1
cuso,1,1,0,0,1
custom,1,1,0,0,1
customary,1,1,0,0,1
customer,1,1,0,0,1
customers,1,1,0,0,1
cut,1,1,0,0,1
cutting,1,1,0,0,1
cycle,1,1,0,0,1
cyclist,1,1,0,0,1
daily,1,1,0,0,1
dalai,1,1,0,0,1
damage,1,1,0,0,1
damp,1,1,0,0,1
dance,1,1,0,0,1
danger,1,1,0,0,1
dangerous,1,1,0,0,1
dare,1,1,0,0,1
daren,1,1,0,0,1
daring,1,1,0,0,1
darjeeling,1,1,0,0,1
dark,1,1,0,0,1
darken,1,1,0,0,1
darter,1,1,0,0,1
data,1,1,0,0,1
date,1,1,0,0,1
datum,1,1,0,0,1
daughney,1,1,0,0,1
daughter,1,1,0,0,1
david,1,1,0,0,1
day,1,1,0,0,1
daylight,1,1,0,0,1
days,1,1,0,0,1
dead,1,1,0,0,1
deaf,1,1,0,0,1
deafen,1,1,0,0,1
deal,1,1,0,0,1
dear,1,1,0,0,1
death,1,1,0,0,1
debt,1,1,0,0,1
decaffeinate,1,1,0,0,1
decay,1,1,0,0,1
deceit,1,1,0,0,1
deceive,1,1,0,0,1
december,1,1,0,0,1
decide,1,1,0,0,1
decided,1,1,0,0,1
decimal,1,1,0,0,1
decision,1,1,0,0,1
decisive,1,1,0,0,1
declaration,1,1,0,0,1
declare,1,1,0,0,1
decorate,1,1,0,0,1
decoration,1,1,0,0,1
decrease,1,1,0,0,1
deed,1,1,0,0,1
deep,1,1,0,0,1
deepen,1,1,0,0,1
deer,1,1,0,0,1
defeat,1,1,0,0,1
defend,1,1,0,0,1
defendant,1,1,0,0,1
defense,1,1,0,0,1
define,1,1,0,0,1
deformation,1,1,0,0,1
degree,1,1,0,0,1
delay,1,1,0,0,1
delicate,1,1,0,0,1
delight,1,1,0,0,1
delineates,1,1,0,0,1
delinquents,1,1,0,0,1
deliver,1,1,0,0,1
delivery,1,1,0,0,1
demand,1,1,0,0,1
demint,1,1,0,0,1
democracy,1,1,0,0,1
deny,1,1,0,0,1
department,1,1,0,0,1
depend,1,1,0,0,1
dependence,1,1,0,0,1
dependent,1,1,0,0,1
depends,1,1,0,0,1
depicts,1,1,0,0,1
depopulation,1,1,0,0,1
depress,1,1,0,0,1
depression,1,1,0,0,1
depth,1,1,0,0,1
deputies,1,1,0,0,1
derflinger,1,1,0,0,1
derryberry,1,1,0,0,1
desalination,1,1,0,0,1
descend,1,1,0,0,1
descendant,1,1,0,0,1
descent,1,1,0,0,1
describe,1,1,0,0,1
described,1,1,0,0,1
description,1,1,0,0,1
descriptive,1,1,0,0,1
desert,1,1,0,0,1
deserve,1,1,0,0,1
deshaw,1,1,0,0,1
design,1,1,0,0,1
designed,1,1,0,0,1
designees,1,1,0,0,1
desirable,1,1,0,0,1
desire,1,1,0,0,1
desk,1,1,0,0,1
despair,1,1,0,0,1
despite,1,1,0,0,1
destroy,1,1,0,0,1
destruction,1,1,0,0,1
destructive,1,1,0,0,1
detail,1,1,0,0,1
details,1,1,0,0,1
determinable,1,1,0,0,1
determination,1,1,0,0,1
determine,1,1,0,0,1
determined,1,1,0,0,1
determinedly,1,1,0,0,1
develop,1,1,0,0,1
developed,1,1,0,0,1
developing,1,1,0,0,1
development,1,1,0,0,1
deveney,1,1,0,0,1
device,1,1,0,0,1
devil,1,1,0,0,1
dewolf,1,1,0,0,1
diagnose,1,1,0,0,1
diagnosed,1,1,0,0,1
diameter,1,1,0,0,1
diamond,1,1,0,0,1
diamond,1,1,0,0,1
diary,1,1,0,0,1
dictionary,1,1,0,0,1
did,1,1,0,0,1
didn't,1,1,0,0,1
die,1,1,0,0,1
died,1,1,0,0,1
died,1,1,0,0,1
difference,1,1,0,0,1
different,1,1,0,0,1
difficult,1,1,0,0,1
difficulties,1,1,0,0,1
difficulty,1,1,0,0,1
dig,1,1,0,0,1
digital,1,1,0,0,1
dilg,1,1,0,0,1
dinars,1,1,0,0,1
dine,1,1,0,0,1
dinner,1,1,0,0,1
diode,1,1,0,0,1
dip,1,1,0,0,1
direct,1,1,0,0,1
direct,1,1,0,0,1
